Tag,Content
ChangeComplete,J'ai fini ! (Tu découvres tes yeux.)|Tout le monde est prêt pour la pièce ?
CheaterPunishment,"Pas d'excuses, tu as besoin d'une bonne leçon !|(Elle te met en sous-vêtements et t'attache.)"
DressWithBelt,"(Tu l'aides à s'habiller, mais elle est en colère) Tu as|intérêt à déverrouiller cette ceinture après la pièce."
RefuseBondage,"(Elle voit ton objet et le repousse rapidement.|Tu as besoin de ""+2"" en soumission ou plus.)"
RefuseBelt,(Tu lui montres la ceinture mais elle a|l'air en colère et la repousse rapidement.)
PlayerRandomBondage,Pas de problème. (Amanda choisit quelques|objets au hasard dans ton sac et t'attache.)
UndressBeforeBondage,"Mmmh, bien sûr, pourquoi pas.|Mais tu dois te déshabiller."
NoBondageItem,(Elle fouille dans ton sac.) Désolée COMMON_PLAYERNAME.|Tu n'as rien que je puisse utiliser sur toi.
UntiePlayer,"Tu es mignonne toute ligotée, je vais t'aider.|(Elle défait les noeuds et te libère.)"
UnstrapPlayer,"Tu es mignonne dans ce fourreau, je vais t'aider.|(Elle défait les sangles et les lacets pour te libérer.)"
Collar,"(""+20"" en soumission ou plus et une cérémonie spéciale|sont nécéssaire pour faire porter un collier à Amanda.)"
Crop,"(Tu la fouettes assez fort pendant qu'elle|se débat et gémit. Elle n'aime pas ça.)"
Rope,(Tu enroules la corde autour de son corps pendant|qu'elle essaye de cacher son excitation.)
TwoRopes,(Tu prends une seconde corde et lui attaches|les jambes en position agenouillée.)
Cuffs,(Elle ne résiste pas beaucoup pendant que tu lui|saisis les mains et les menottent derrière son dos.)
Armbinder,(Elle se retourne lentement pour que tu puisses glisser|ses bras dans le fourreau en cuir et la sangler.)
BallGag,"(Elle se débat un peu, mais tu es capable|de lui mettre le bâillon sur la tête.)"
TapeGag,"(Elle se débat un peu, mais tu arrives à lui|scotcher la bouche avec du ruban adhésif.)"
ClothGag,"(Elle se débat un peu, mais tu es capable de lui bourrer|la bouche avec la ouate en tissu et d'attacher le bâillon.)"
CuffsKey,(Elle positionne ses mains pour|que tu puisses la libérer facilement.)
VibratingEgg,"(Elle ferme les jambes quand elle voit l'oeuf,|mais tu es capable de lui glisser à l'intérieur.)"
ChastityBelt,"(Elle panique lorsqu'elle voit la ceinture, mais tu es|capable de la verrouiller hermétiquement sur elle.)"
MasturbateBelt,"(Tu essaies de la masturber, mais tu échoues.|Tu peux à peine mettre un doigt sous sa ceinture.)"
Masturbate,(Tu la masturbes avec un bon rythme|mais elle reste silencieuse et lutte.)
MasturbateGood,(Tu la masturbes avec un bon rythme et elle|ne peut pas cacher ses gémissements de plaisir.)
MasturbateOrgasm,(Elle tremble comme une feuille et|obtient un bel orgasme dans la loge.)
StripBeforeFun,Qu'est-ce que tu fais avec ça ?|J'essaie de me changer si ça ne te dérange pas.
CostumeBlocksFun,On n'a pas le temps pour ça.|Je suis déjà en armure.
TakeKey,"Une soumise comme toi ne devrait pas avoir de clés,|je vais la prendre. (Elle prend la clé de tes menottes.)"
UncuffAccept,"Tu es mignonne avec ces menottes, je vais t'aider.|(Elle prend sa clé et déverrouille tes menottes.)"
UncuffRefuse,"Nan ! (Elle agite la clé devant toi.)|Lutte encore un peu, tu t'échapperas peut-être."
CannotFree,(Elle te montre ses propres entraves et soupire.)
CannotFreeGagged,(Elle secoue la tête de gauche à droite.)
HelpWhileGagged,(Elle t'aide lentement à te libérer de tes entraves|tout en gloussant dans son bâillon.)
