PlayerGagged,,,"Patient DialogPlayerName, you'll need to get that gag off if you want to be understood.",,
0,,,"Welcome patient DialogPlayerName.   The therapy room is ready for you, as usual.",,"DialogReputationLess(""Asylum"", -100)"
0,,,Hello patient DialogPlayerName.   Are you here to receive another treatment?,,"DialogReputationLess(""Asylum"", -50)"
0,,,Hello there.   Are you here for a therapy?,,
0,,Who are you?,"I'm nurse DialogCharacterName, I provide the patient therapies today.",,
0,10,Tell me of the therapies.,Absolutely.  What would you like to know?,,
0,30,I'd like to get a therapy.,(She grins.)  This is great.  And what kind of treatment are you looking for?,,
0,,(Struggle in your restraints.),I'm not allowed to release you.  But you can receive treatments while being restrained.,,Player.IsRestrained()
0,20,(Mumble in the gag.),Poor patient.  You need help with that gag?,,!Player.CanTalk()
0,,I must go.  (Leave her.),,DialogLeave(),
10,,What kind of therapies are available?,"We offer four kinds of therapies: bondage, pain, tickle & orgasm.",,
10,,Tell me about bondage therapies.,Some patients gets claustrophobic and panic when restrained.  This therapy helps them to relax and appreciate the restraints.,,
10,,Tell me about pain therapies.,"If pain haunts you or makes you cringe, we have a specific therapy to help you cope with it and grow stronger.",,
10,,Tell me about tickle therapies.,"The tickling therapy is about accepting your submissive fate and losing control of your body, to please your owner.",,
10,,Tell me about orgasm therapies.,Many submissive cannot control their body and orgasms.  This therapy helps them with sexual self-control.,,
10,0,Thanks for the info.,My pleasure.  Are you ready for your treatment?,,
20,0,(Nod and whimper.),Here you go little patient.  (She removes your gag.),PlayerUngag(),
20,0,(Shake your head no.),"Stay gagged then, you're cute like that.  (She laughs.)",,
30,110,I'll take the bondage therapy.,"(She smiles.) Very good.  Since you're already naked, we can begin right now.",StripPlayer(),PatientReadyForTherapy()
30,210,I'll take the pain therapy.,"(She smirks.) Good girl.  Since you're already naked, we can begin right now.",StripPlayer(),PatientReadyForTherapy()
30,310,I'll take the tickle therapy.,"(She cracks her knuckles.) Perfect!  Since you're already naked, we can begin right now.",StripPlayer(),PatientReadyForTherapy()
30,410,I'll take the orgasm therapy.,"(She winks.) I know you would.  Since you're already naked, we can begin right now.",StripPlayer(),PatientReadyForTherapy()
30,100,I'll take the bondage therapy.,(She smiles.) You'll need to be fully naked to start your therapy.  Do you need help to strip?,,!PatientReadyForTherapy()
30,200,I'll take the pain therapy.,(She smirks.) You'll need to be fully naked to start your therapy.  Do you need help to strip?,,!PatientReadyForTherapy()
30,300,I'll take the tickle therapy.,(She cracks her knuckles.) You'll need to be fully naked to start your therapy.  Do you need help to strip?,StripPlayer(),!PatientReadyForTherapy()
30,400,I'll take the orgasm therapy.,(She winks.) You'll need to be fully naked to start your therapy.  Do you need help to strip?,StripPlayer(),!PatientReadyForTherapy()
30,0,I've changed my mind.,Very well.  Is there anything else you need?,,
100,,Do I really need to be naked?,(She gives you a stern look.)  Do I need to force you?,DialogRemove(),
100,110,Very well.  (Strip with her help.),(She helps you to strip down naked.)  Your bondage therapy can begin.,StripPlayer(),
110,120,Please don't be too rough.,Don't worry little patient.  Now give me your arms so I can restrain you.,"DialogChangeReputation(""Dominant"", -2)",
110,120,I'm ready for anything.,We'll see if you are.  Give me your arms so I can restrain you.,"DialogChangeReputation(""Dominant"", 1)",
110,120,(Stay silent.),Give me your arms so I can restrain you.,,
120,,Are you sure it's safe?,Of course it's safe.  Now give me your arms.,DialogRemove(),
120,130,(Let her restrain you.),(She uses many items to restrain you.)  All set!  Are you comfy?,BondageTherapyRestrain(),
130,140,(Nod yes.),Very good.  I will keep you restrained for five minutes.  You need to stay calm and docile.,,
130,,(Shake your head no.),Try to be strong girl.  I will keep you restrained for five minutes.  You need to stay calm and docile.,,
140,150,(Nod slowly.),Very good.  (She pets your head as one minute goes by.)  Are you panicking?  Are you too nervous?,,
140,500,(Freak out and panic.),"(She quickly releases you.)  I'm sorry, this therapy might be too rough for you.",TherapyFail(),
150,500,(Nod yes.),"(She quickly releases you.)  I'm sorry, this therapy might be too rough for you.",TherapyFail(),
150,160,(Shake your head no.),Dominants will love your calm and docile attitude toward restraints.  (One minute goes by.)  Are you still fine?,,
160,170,(Nod yes.),A good pet must learn to love being restrained.  (Another minute goes by.)  Are you at ease in your submissive space?,,
160,500,(Shake your head no.),"(She quickly releases you.)  I'm sorry, this therapy might be too rough for you.",TherapyFail(),
170,180,(Nod yes.),(She slowly pets you and checks your bondage as another minute goes by.)  Are you nervous?  Do you want out?,,
170,500,(Shake your head no.),"(She quickly releases you.)  I'm sorry, this therapy might be too rough for you.",TherapyFail(),
180,500,(Nod yes.),(She slowly pets you and checks your bondage as another minute goes by.)  Are you nervous?  Do you want out?,,
180,190,(Shake your head no.),Good.  We are almost done.  (Another minute goes by.)  Do you want to be released now?,,
190,500,(Nod yes.),"(She quickly releases you.)  I'm sorry, this therapy might be too rough for you.",TherapyFail(),
190,600,(Shake your head no.),(Another minute goes by and she releases you.)  This bondage therapy was a success.  How do you feel?,TherapySuccess(),
200,,Do I really need to be naked?,(She gives you a stern look.)  Do I need to force you?,DialogRemove(),
200,210,Very well.  (Strip with her help.),(She helps you to strip down naked.)  Your bondage therapy can begin.,StripPlayer(),
210,220,I'm ready for pain!,We'll see about that.  Get on your knees and put your hands behind your back.,"DialogChangeReputation(""Dominant"", 2)",
210,220,Please don't be too harsh.,Don't worry little patient.  Get on your knees and put your hands behind your back.,"DialogChangeReputation(""Dominant"", -1)",
210,220,(Stay silent.),Get on your knees and put your hands behind your back.,,
220,230,(Kneel and put your hands behind your back.),(You kneel as she searches in her desk and gets a pain device.),PainTherapyRestrain(),
230,500,Wait!  This is going too far!,"(She puts away her weapon and releases you.)  I'm sorry, this therapy might be too rough for you.",TherapyFail(),
230,240,(Take a deep breath.),(She swings a few hits on your legs.)  Are you alright?  Is it too painful?,,
240,,TO DO,TO DO,,
240,,TO DO,TO DO,,
500,510,The therapy failed?,"Yes, it failed.  We can try again if you want, or you can take a break.",,
500,510,You're a bad therapist.,"You failed it, not me.  We can try again if you want, or you can take a break.","DialogChangeReputation(""Dominant"", 2)",
500,510,(Cry a little.),"Don't cry little patient.  We can try again if you want, or you can take a break.","DialogChangeReputation(""Dominant"", -2)",
510,30,I'll try another therapy.,That's the spirit!  What kind of treatment will you try now?,,
510,0,I'll take a break.  (Leave her.),,DialogLeave(),
600,610,I'm ready to conquer the world!,(She gives you an amused look.)  Very good.  Let me know if want to take another therapy.,"DialogChangeReputation(""Dominant"", 2)",
600,610,I will be a better submissive.,(She nods slowly.)  Absolutely.  Let me know if want to take another therapy.,"DialogChangeReputation(""Dominant"", -2)",
600,610,(Nod happily.),You're a good patient.  Let me know if want to take another therapy.,,
610,30,"Yes, I'll try another therapy.",That's the spirit!  What kind of treatment will you try now?,,
610,0,"Thanks, I will.  (Leave her.)",,DialogLeave(),
