PlayerGagged,,,Club slaves are so much better when they are gagged.,,
Intro0,,,(A maid crosses your path and stops.)  Nice!  I guess I can take a break to play with you.,,
IntroRestrained0,,,(A maid crosses your path and stops.)  You're cute when you're restrained!  I guess I can take a break to play with you.,,
Intro1,,,(A club member crosses your path and makes a devious smile.)  A slave just for me!,,
IntroRestrained1,,,(A club member taps on your shoulder and makes a devious smile.)  A gift that's already wrapped up!,,
Intro2,,,(A girl runs down the hall to meet you.)  You're a club slave?  This is great!,,
IntroRestrained2,,,(A girl runs down the hall to meet you.)  You're a club slave?  And you're already restrained?  This is great!,,
Intro3,,,(A club member chases you down.)  Slave girl!  Please me now!,,
IntroRestrained3,,,(A club member chases you down.)  Slave girl!  Please me now!,,
Intro4,,,"(A kidnap league member rushes to you.)  There's no bounty available right now, so you'll be second pick slave.",,
IntroRestrained4,,,"(A kidnap league member rushes to you.)  There's no bounty available right now, so you'll be second pick slave.",,
Intro5,,,"(A girl sneaks up behind you.)  Your cute ass is mine, slave girl.",,
IntroRestrained5,,,"(A girl sneaks up behind you and checks your bondage.)  Your cute ass is mine, restrained girl.",,
Intro6,,,(A club member jumps of joy seeing you.)  Yes!  A club slave just for me.,,
IntroRestrained6,,,(A club member jumps of joy seeing you.)  Yes!  A restrained slave just for me.,,
ActivityIntro,,I'm here to serve you Miss.,,ClubSlaveRandomActivityLaunch(),Player.CanTalk()
ActivityIntro,,How can I please you?,,ClubSlaveRandomActivityLaunch(),Player.CanTalk()
ActivityIntro,,Will you release me?,,ClubSlaveRandomActivityLaunch(),Player.IsRestrained()
ActivityIntro,,Do as you wish.  I'm your slave.,,ClubSlaveRandomActivityLaunch(),Player.CanTalk()
ActivityIntro,,Please don't be too rough.,,ClubSlaveRandomActivityLaunch(),Player.CanTalk()
ActivityIntro,,(Try to struggle out.),,ClubSlaveRandomActivityLaunch(),Player.IsRestrained()
ActivityIntro,,(Let her play with you.),,ClubSlaveRandomActivityLaunch(),
ActivityAddArmsIntro,,,(She restrains your arms and smiles.)  An unrestrained club slave?  That wasn't proper.,,
ActivityAddArms,,This is tight.,,ClubSlaveRandomActivityLaunch(),Player.CanTalk()
ActivityAddArms,,I agree Miss.,,ClubSlaveRandomActivityLaunch(),Player.CanTalk()
ActivityAddArms,,(Tug on the restraint.),,ClubSlaveRandomActivityLaunch(),
ActivityAddArms,,(Struggle playfully.),,ClubSlaveRandomActivityLaunch(),
ActivityRemoveArmsIntro,,,(She releases your arms and giggles.)  Enjoy your freedom while it lasts.,,
ActivityRemoveArms,,Thank you Miss.,,ClubSlaveRandomActivityLaunch(),Player.CanTalk()
ActivityRemoveArms,,You can use another item if you want.,,ClubSlaveRandomActivityLaunch(),Player.CanTalk()
ActivityRemoveArms,,(Nod happily.),,ClubSlaveRandomActivityLaunch(),
ActivityRemoveArms,,(Stretch your arms.),,ClubSlaveRandomActivityLaunch(),
ActivityAddGagIntro,,,(She gets a gag and uses it to silence you.)  That's better.  A slave doesn't need to talk anyway.,,
ActivityAddGag,,(Roll your eyes up.),,ClubSlaveRandomActivityLaunch(),
ActivityAddGag,,(Nod and bow your head.),,ClubSlaveRandomActivityLaunch(),
ActivityAddGag,,(Adjust your mouth to the gag.),,ClubSlaveRandomActivityLaunch(),
ActivityRemoveGagIntro,,,(She removes the gag and grins.)  Enjoy your chit chat while you can.,,
