Tag,Content
EventUnderwear,3010
EventSchoolUniform,3020
EventRedBikini,3030
EventBlackDress,3050
EventTennis,3060
EventFullBondage,3100
EventRestrain,3110
EventGag,3120
EventRelease,3130
EventConfiscateKeys,3140
EventConfiscateCrop,3150
EventVibratingEgg,3160
EventPushUp,3200
EventSitUp,3210
EventCrop,3230
PunishmentGrounded,3910
PunishmentBelted,3920
PunishmentHumiliated,3930
PunishmentSleepBoundAndGagged,3940
GaggedAnswer1,Ohn mmhon!
GaggedAnswer2,"(Sie versucht sich zu artikulieren, ohne Erfolg.)"
GaggedAnswer3,Armuun thu nahakmn!
GaggedAnswer4,(Sie seufzt und bleibt still.)
GaggedAnswer5,Ng!
GaggedAnswer6,(Sie kämpft mit dem Knebel.)
GaggedAnswer7,Aahemn nag aeegnma mmgm ooeglme.
GaggedAnswer8,(Sie senkt den Kopf.)
AlreadyOwned,"Mädchen, du hast bereits einen Mentor.|Ich kann nichts für dich tun."
UnrestrainFirst,Kannst du mich bitte vorher freilassen?
UnchasteFirst,Ich hab noch immer diesen Gürtel um.
PlayerUncollarFirst,"Du solltest dein Halsband abnehmen,|bevor wir weiterreden."
PlayerUnrestrainFirst,(Sie schaut dich nachdenklich an.)|Werd erstmal diese Fesseln los.
GetOnYourKnees,"Sehr schön, du wirst mein Schützling sein.|Bitte knie dich hin, dann machen wir es offiziell."
ReleasePlayer,Ich helfe dir mal.|(Sie befreit dich.)
ReleasePlayerGagged,Aaaegn mnh nnhg!|(Sie befreit dich.)
CannotReleasePlayer,"(Sie versucht erfolglos,|sich zu befreien.)"
ActivityEndGood,"Ausgezeichnet, mein Schützling! Aber das reicht.|Denk daran, dass dein Mentor das Sagen hat."
ActivityEndFair,"Gut, mein Schützling! Aber das reicht.|Denk daran, dass dein Mentor das Sagen hat."
ActivityEndBad,"Halt, mein Schützling! Das reicht mir.|Denk daran, dass dein Mentor das Sagen hat."
MasturbatePlayerOrgasm,Konzentrier dich und genieß dein Training. (Sie be-|friedigt dich gekonnt und bringt dich zum Höhepunkt.)
MasturbatePlayerOrgasmForced,"Sei still, konzentrier dich auf dein Training. (Sie be-|friedigt dich gekonnt und bringt dich zum Höhepunkt.)"
ChangingIsBlocked,"Nein, mein Schützling, nur ich kann|entscheiden, wann du dich umziehen darfst."
ReleaseBeforePunishNotNaked,"(Sie befreit dich und starrt dich an.)|Also gut, mein Schützling, Zeit dich auszuziehen."
ReleaseBeforePunishAlreadyNaked,(Sie befreit dich und starrt dich an.)|Dein Spezialtraining fängt jetzt an.
PunishSinceNaked,"Da du bereits nackt bist, kann|dein Spezialtraining anfangen."
StillGrounded,"(Jennifer ignoriert dich und macht ein paar Übungen.|Du musst warten, du hast noch Zimmerarrest.)"
StillGroundedByOther,"Dein Mentor hat das Sagen. Ich helfe dir nicht.|(Du musst warten, du hast noch Zimmerarrest.)"
CantFindRestrain,"(Sie durchsucht deine Sachen, scheint aber nicht|zu finden, wonach sie sucht.) Das ist schade."
Crop,(Du peitschst ihr mit der Gerte auf den Hintern.)|Oh je! Bitte! Das tut ziemlich weh.
CropFromMistress,(Du peitschst ihr mit der Gerte auf den Hintern.)|Herrin! Bitte! Das tut ziemlich weh.
CropWhileGagged,"(Du peitschst ihr mit der Gerte auf den Hintern,|während sie vor Schmerz wimmert.)"
RefuseBondage,(Jennifer sieht deinen Gegenstand und wehrt ihn ab.)|Oh nein! Bitte halt das von mir fern.
TurnTables,(Jennifer überwältigt dich und setzt deine Fesseln|gegen dich ein.) Wer ist jetzt hier die Schlaue?
TurnTablesFromMistress,"Du brauchst noch mehr Training, mein Schützling?|(Jennifer setzt deine eigenen Fesseln gegen dich ein.)"
AcceptChange,Also gut. Aber ich hab keine|so große Auswahl an Kleidung.
AcceptChangeFromLover,"Natürlich, Schatz.|Was hättest du denn gern?"
AcceptChangeFromMistress,"Natürlich, Herrin.|Was hättet Ihr denn gern?"
NoNeedToChange,(Sie zuckt mit den Schultern und sieht dich an.)|Was? Ich bin doch schon fertig.
Rope,(Sie dreht sich widerwillig um und lässt|dich das Seil um ihren Körper binden.)
TwoRopes,"(Du nimmst ein zweites Seil und zwingst sie|auf die Knie, indem du ihre Beine fesselst.)"
ThreeRopes,(Mit einem dritten Seil faltest du sie zu einer Brezel|und bindest sie in dieser Position fest.)
Armbinder,"(Sie steckt ihre Arme widerwillig in den Handschuh,|den du fest verschnürst und zuschnallst.)"
Cuffs,(Sie seufzt und gibt dir ihre Hände.|Du legst ihr hinter dem Rücken Handschellen an.)
BallGag,"(Sie schüttelt den Kopf, aber du steckst ihr|den Ball in den Mund und schnallst ihn fest.)"
TapeGag,"(Sie schüttelt den Kopf, aber es gelingt dir,|ihren Mund mit Klebeband zu verschließen.)"
ClothGag,"(Sie schüttelt den Kopf, aber du stopfst ihr die Füllung|in den Mund und bindest sie mit einem Tuch fest.)"
CuffsKey,"(Sie nickt hektisch und dreht sich um,|damit du die Handschellen aufschließen kannst.)"
VibratingEgg,"(Sie sieht das Ei und verzeiht das Gesicht,|wehrt sich aber kaum, als du es hineinsteckst.)"
ChastityBelt,"(Ihre Augen weiten sich beim Anblick des Gürtels.|Sie bleibt starr, während du ihn ihr umschließt.)"
Collar,"(Du brauchst +20 Dominanz und eine vollständige|Einwilligungsrede, um ihr ein Halsband anzulegen.)"
CollarToEnslave,"(Du brauchst ein Halsband,|um jemanden zu versklaven.)"
CannotActWhileRestrained,(Sie zerrt an ihren Fesseln|und zuckt mit den Schultern.)
CannotBeDoneWhileRestrained,"(Das kannst du nicht tun, solange du gefesselt bist.)"
NakedForBelt,"(Jennifer muss nackt sein, bevor du ihr|einen Keuschheitsgürtel anlegen kannst.)"
OrgasmFromJenniferPleasure,(Jennifer bewegt den Vibrator im perfekten Tempo.|Du erreichst einen wundervollen Orgasmus.)
PleasureFromJenniferNoProgress,"(Jennifer bewegt den Vibrator rein und raus,|aber ihr Rhythmus bringt dich nicht voran.)"
KissJenniferOwner,(Du stützt dich auf ein Knie und|küsst die Hand deiner Herrin.)
KissJenniferGagged,"(Du küsst ihren Knebel,|während sie rot wird und ihren Blick abwendet.)"
KissJenniferSeduction,"(Du spürst ihren schnellen Herzschlag,|als du sie langsam und leidenschaftlich küsst.)"
StartMasturbateJennifer,"(Du gehst nah an Jennifer heran und|fängst an, sanft ihren Körper zu streicheln.)"
ReadyForOrgasm,(Sie zittert wild um her und atmet zügig. Sie verliert|gleich die Kontrolle und bekommt einen Orgasmus.)
MasturbateNotInTheMood,"(Du fängst an, sie zu befummeln, aber sie ist|offensichtlich nicht in der richtigen Stimmung.)"
SpankWithStrength,(Mit voller Kraft gibst du ihr einen starken Klaps|auf den Hintern und sie weint vor Schmerz.)
ReleaseBeforeTalk,Kannst du mich vorher befreien?
UnlockBeltBeforeSex,Kannst du mir vorher den Gürtel abnehmen?
CantDateWhileRestrained,"Vielleicht sollten wir erstmal diese|Fesseln abnehmen, meinst du nicht auch?"
CantDateWhileNaked,Lädst du mich auf ein Date ein oder ins Bett?|Vielleicht solltest du dich erst wieder anziehen.
StripForSecondRope,"(Du könntest dieses zweite Seil benutzen,|wenn sie weniger anhätte.)"
NoTickling,"(Du versuchst sie zu kitzeln,|aber sie wehrt dich schnell ab.)"
AlreadyLoved,"Nein, ich war noch nie mit jemandem zusammen.|Ich wünschte, ich hätte jemanden gehabt, so wie du."
AlreadyBrokeUp,Reden wir nicht darüber.|Es tut zu sehr weh.
ChangeForDommeSpeech,(Sie zieht wieder ihre Schulsachen an.)|Hattest du jemals einen Mentor?
WinFightAgainstJennifer,(Du bekommst sie schnell zu fassen|und hältst sie am Boden fest.)
AcceptCollar,"Ja, Miss! Es wäre mir eine Ehre, Ihr|Halsband zu tragen und Ihre Untergebene zu sein."
TennisToTrain,"Ja, Herrin! (Sie hüpft vor Freude und|zieht sich schnell ihre Tenniskleidung an.)"
StillGroundedGagged,"(Sie versucht, deinem Blick auszuweichen.)"
