Tag,Content
GetEgg,好吧，你可以把这个拿回去.|(她把跳蛋还给你.)
SitTogether,请坐。（她坐回沙发上，你也在她身旁坐下。）
CannottSitRestrained,你应该先想办法解开束缚。
GreatDate,我和你？今晚？|哦！那太棒了！
NoTimeToDraw,（你没有足够的时间了）
JumpOffWorry,（看到这个她一下蹦了起来）|等等！你要做什么！这是什么东西！
RefuseBondage,(她看了眼这个东西，然后把你推开.)|(你需要+5顺从度才能让她就范.)
TurnTablesFromItem,(她看了眼这个东西，然后三两下就把你压在身下|然后让你自己亲身体会了一下.)
TurnTablesFromTalk,我有个更好的主意，你可以尝试下|“拘束大冒险”。（她用你的道具把你捆了起来）
AcceptRelease,很好，我会尽量帮助你的.|(她尽她所能给你取下了束缚.)
Crop,(你用鞭子抽了她几下，|她小声地哭了起来.)
Collar,(你需要+20或更高的顺从度来进行一个仪式|来给她戴上代表服从的项圈.)
Rope,(当你把绳子捆在她赤裸的身体上时，她显得很紧张)
TwoRopes,(你拿了第二根绳子，|把她捆成了跪姿.)
Armbinder,(你把她的胳膊塞进单手套里，仔细地把皮带束紧.)
Cuffs,(当你把她的双手拷在身后时，她皱着眉头瑟瑟发抖.)
BallGag,（她噘着嘴不停地挣扎，|但你还是把口球塞进了她的嘴里）
TapeGag,（她噘着嘴不停地挣扎，|但你还是轻松地把胶带贴在了她的嘴上）
ClothGag,（她噘着嘴不停地挣扎，|但你还是把布团塞进了她的嘴里然后用带子勒好）
CuffsKey,（她乖巧地伸出手，|你很容易地解开了她.)
VibratingEgg,(她看到跳蛋时立刻紧紧并拢了双腿，|但你还是设法把跳蛋塞了进去)
ChastityBelt,(她被你拿出的贞操带吓得惊慌失措，|但你还是把它紧紧地锁在了她的身上.)
MasturbateBelt,(你试图爱扶她但是失败了，|贞操带紧到你连一根手指都插不进去.)
MasturbateNoLove,(你温柔地爱抚着她，|她咬紧嘴唇默默地挣扎着.)
MasturbateLove,(你温柔地爱抚着她，|她压抑不住声音开始呻吟起来）
MasturbateOrgasm,(她终于控制不住身体，|在图书管里迎来了猛烈而美妙的高潮.)
GreatKiss,(她一开始很冷淡，但你那充满魅力的吻|似乎唤醒了她，她终于也开始享受了。.)
TestMakeLoveFail,(她坚决地摇了摇头，然后跳下沙发迅速离开了)
StripRevealBelt,(她点了点头，你们一起脱光了衣服，|然后她立刻发现了你的贞操带.)
JenniferOralOrgasm,(你感到她的身子在控制不住地颤抖，|她发出无声的尖叫，迎来一次美妙的高潮。)
PlayerOralOrgasm,(在没有经验的情况下，Jennifer可以|通过舔你来带给你美妙的高潮.)
PleasureMeFirst,不，我想先变舒服。|(她把你推倒让你跪下.)
JenniferIsDone,哦，不，我很好，继续吧.|（她继续跪在你的双腿之间）
SneakyEgg,(趁她不注意，你迅速把跳蛋塞进了她的下体.)
UnlockBeforeRelease,(她点了点头，给你看她的手铐，|这样你就可以解开它了.)
AcceptStrip,(她确定周围没有人后慢慢脱下了内衣.)
