Tag,Content
GaggedAnswer1,Whhaam hmmaa am!
GaggedAnswer2,(Sie summt hinter ihrem Knebel ein Lied und kichert.)
GaggedAnswer3,Nneeeeph ph!
GaggedAnswer4,(Sie macht alberne Knebelgesichter.)
GaggedAnswer5,(Sie senkt ihren Kopf und schweigt.)
GaggedAnswer6,Mmhmm mm gngmmhm.
GaggedAnswer7,Oghm!
GaggedAnswer8,"Uuumph nuuungn nu gnmn.|(Sie versucht zu sprechen, ohne Erfolg.)"
UnrestrainFirst,Kannst du mich vorher befreien?
UnchasteFirst,Kannst du mir vorher den Gürtel abnehmen?
ReleasePlayer,"Ich glaube, ich kann helfen.|(Sie befreit dich.)"
ReleasePlayerGagged,Nuuagn nalgn mhn.|(Sie befreit dich.)
CannotReleasePlayer,(Sie rüttelt verspielt an ihren Fesseln|und schüttelt den Kopf.)
CantFindRestrain,"(Sie durchsucht deine Sachen, scheint aber nicht zu fin-|den, wonach sie sucht.) Wir müssen einkaufen gehen."
Crop,"(Du peitschst ihr mit der Gerte auf den Hintern.)|Au! Es tut ziemlich weh, ich liebe es, Miss."
CropFromMistress,"(Du peitschst ihr mit der Gerte auf den Hintern.)|Au! Es tut ziemlich weh, Herrin, ich liebe es."
CropWhileGagged,"(Du peitschst ihr mit der Gerte auf den Hintern,|während sie wimmert und lüstern stöhnt.)"
RefuseBondage,"(Sie drückt deinen Gegenstand weg und kichert.)|Was hast du denn da vor, meine Kleine?"
RefuseBelt,"(Sie sieht den Gürtel und wehrt sich energisch|dagegen, dass du ihn ihr umschließt.)"
TurnTables,(Sarah wendet schnell das Blatt und setzt deine|Fesseln gegen dich ein.) Ha! Das war unerwartet.
AcceptChange,Klar! Was soll ich anziehen?
AcceptChangeFromLover,"Ja, Süße. Was möchtest du denn sehen?"
AcceptChangeFromMistress,"Natürlich, Herrin. Was soll ich anziehen?"
NoNeedToChange,(Sie wirbelt herum und lacht.)|Das ging schnell!
Rope,"(Sie kichert, als du das Seil um ihren|Körper wickelst und enge Knoten bindest.)"
TwoRopes,"(Du nimmst ein zweites Seil und zwingst sie|auf die Knie, indem du ihre Beine fesselst.)"
ThreeRopes,"(Mit dem dritten Seil verbindest du ihre Hände und|Füße und zwingst sie, den Hintern empor zu strecken.)"
Armbinder,"(Sie nickt und lässt die Arme fröhlich in den Handschuh|gleiten, den du fest verschnürst und zuschnallst.)"
Cuffs,"(Sie dreht sich fröhlich um und nimmt ihre Hände nach|hinten, damit du ihr die Handschellen anlegen kannst.)"
BallGag,"(Sie macht den Mund weit auf, damit du den Ball|einfach hineinstecken und festschnallen kannst.)"
TapeGag,"(Sie drückt die Lippen fest zusammen,|damit du ihren Mund zukleben kannst.)"
