Tag,Content
RefuseBondageFromDamsel,"(Elle voit l'objet et le repousse rapidement. En tant|que demoiselle ""+10"" en soumission pour l'utiliser.)"
RefuseBondageFromKnight,"(Elle voit l'objet et le repousse rapidement. En tant|que chevalier ""+5"" en soumission pour l'utiliser.)"
Crop,(Tu lui donnes un bon coup pendant|qu'elle te regarde d'un air de défi et rit.)
Rope,(Tu la déshabilles et enroules la corde autour|de son corps pendant qu'elle frissonne de plaisir.)
TwoRopes,"(Tu saisis ses jambes et attaches une deuxième|corde autour d'elles, la forçant à s'agenouiller.)"
Armbinder,"(Tu glisses ses bras dans le fourreau|en cuir, l'attache et le serre bien fort.)"
Cuffs,(Elle se résigne et met ses mains derrière son dos|pour que tu puisses lui mettre les menottes.)
BallGag,(Elle s'incline et ouvre la bouche pour que|tu puisses pousser la balle et la boucler fermement.)
TapeGag,(Elle se résigne et scelle ses lèvres pour|que tu puisses lui mettre du ruban adhésif.)
ClothGag,(Tu pousses lentement la ouate dans sa bouche|et enroules le bâillon autour de sa tête.)
CuffsKey,(Tu utilises la clé sur les menottes et tu la relâches.)
VibratingEgg,(Elle regarde curieusement l'oeuf pendant|que tu le lui glisses à l'intérieur.)
ChastityBelt,"(Elle panique quand elle voit la ceinture, mais|finit par se résigner et tu la verrouilles sur elle.)"
Collar,"(""+20"" en soumission ou plus et une cérémonie spéciale|sont nécéssaire pour faire porter un collier à une élève.)"
Orgasm,(Elle essaye de se contenir mais succombe|à ton touché et a un orgasme sur scène.)
AcceptRelease,Bien sûr ! Je penses que je peux t'aider.|(Elle te libère de ton bondage.)
MasturbateChaste,"(Tu peines à glisser un doigt sous la ceinture|mais c'est trop serré pour la satisfaire.)"
