Tag,Content
Rope,(Du wickelst das Seil um ihren Körper und|sie stöhnt mit jedem Knoten etwas lauter.)
Cuffs,"(Du hältst ihre Arme hinter dem Rücken fest|und legst ihr Handschellen an, sie schaudert.)"
BallGag,"(Sie schüttelt den Kopf, aber du drückst|den Knebel hinein und schnallst ihn fest.)"
TapeGag,"(Sie schüttelt den Kopf, aber du klebst ihr den Mund zu.)"
Uncuff,(Du befreist sie mit dem Schlüssel.|Sie stöhnt und greift schnell nach dem Zaun.)
Crop,(Du schlägst sie recht doll mit der Gerte.|Sie schreit und es scheint ihr nicht zu gefallen.)
VibratingEgg,"(Sie drückt die Beine zusammen, aber|mit genug Kraft schiebst du das Ei hinein.)"
Collar,"(Du brauchst mind. +20 Dominanz und eine|Zeremonie, um Amanda ein Halsband anzulegen.)"
LoveNoItem,"(Sie drückt deine Hand von sich weg.)|Dafür passt die Stimmung nicht, Süße."
SubbieNoItem,"(Sie drückt deine Hand von sich weg.)|Ich habe alles was ich brauche, meine Kleine."
Orgasm,(Sie verliert die Kontrolle und hat einen|stillen Orgasmus mitten auf dem Schulhof.)
Masturbate,(Sie stöhnt laut bei deiner liebevollen Berührung.|Ihr Körper zittert außer Kontrolle.)
LoveStart,"(Ihr hebt gegenseitig spontan eure Röcke|und fangt an, euch zu befriedigen.)"
LoveMasturbate,(Amandas Berührung gibt dir einen wundervollen|Orgasmus. Sie hört auf und entfernt ihre Hand.)
SubbieMasturbate,"(Amandas Berührung gibt dir einen wundervollen|Orgasmus. Sie hört auf, dich zu befriedigen.)"
LeaveBoundAndGagged,"(Willst du Amanda wirklich gefesselt und|geknebelt im Stich lassen? Wenn ja, klicke erneut.)"
