PlayerGagged,,,"Gags are so kinky, can have one?  (She giggles.)",,
FoundWayToUnlock,,,Have you found a way to get me out?  These shackles are pretty tough.,,
ItemMouth,,,(She licks her lips seeing the gag and allows you to silence her easily.),,
RemoveItemMouth,,,"(You remove her gag and she smiles at you.)  This is fun, can I try another gag now?",,
ItemArms,,,(She turns around submissively while you restrain her arms.)  I think I know why they've let you join the club.,,
RemoveItemArms,,,(You free her arms and she stretches a little.)  Are you releasing to strap me up again?,,
ItemLegs,,,(She stands still while you restrain her legs securely.)  I love it!,,
RemoveItemLegs,,,(You release her legs while she wiggles her butt.)  Struggling while in bondage is so much fun.,,
ItemFeet,,,"(She giggles while you restrain her feet, preventing her from walking.)",,
RemoveItemFeet,,,(You release her feet and she jumps playfully.)  You can tie me up anytime you want.,,
ItemNeck,,,"(You strap the collar on her while she blushes.)  I hope that someday, someone will collar me for good.",,
RemoveItemNeck,,,(You remove the collar around her neck.)  Collars are such a turn-on for me.,,
ItemPelvis,,,(You snap the belt around her waist as she pouts.)  This is unfair!,,
RemoveItemPelvis,,,(You unlock the belt from her waist and crotch.)  I can't wait to see what you'll use on me next...,,
ItemHead,,,(You strap the device on her head as she tries to look around.)  Bondage is such a thrill.,,
RemoveItemHead,,,(You remove the device and she looks at you.)  That was pretty intense.  What else can we try?,,
ItemBreastLeatherWhip,,,(She trembles of pain and pleasure as you whip her breast.)  Ohhhh yeah!  This is great.,,
ItemBreastLeatherCrop,,,(You swing the crop on her torso as she moans.)  Ow!  You have lots of talents.,,
ItemPelvisLeatherWhip,,,(You whip her butt as she jumps from the pain.)  It hurts soooooo good.,,
ItemPelvisLeatherCrop,,,(She moans and shakes her butt each time the crop lands on it.) God I love pain.,,
SuspensionHempRope,,,(You restrain her legs with the long hemp rope and suspend her by the feet from the ceiling.)  Weeeeee!,,
RemoveSuspensionHempRope,,,(You untie the hemp rope from the ceiling and slowly get her down.)  That was a fun ride.,,
0,,,Hello?  Who goes there?,,
0,10,Who are you?,"Oh hi Miss!  I'm Sarah, have we met before?",,"StatusIs("""")"
0,10,What's going on?,"I've got in trouble.  (She struggles and giggles.)  I'm Sarah, have we met before?",,"StatusIs("""")"
0,10,Why are you restrained?,"I'm getting punished.  (She struggles and giggles.)  I'm Sarah, have we met before?",,"StatusIs("""")"
0,20,I'm DialogPlayerName.  We've met at the college.,Sweet!  I didn't knew you were a club member.,,"StatusIs(""SchoolMate"")"
