Welcome,Welcome to the Bondage Club
EnterNamePassword,Enter your name and password
AccountName,Account Name
Password,Password
Login,Login
Language,Language
CreateNewCharacter,Or create a new character
NewCharacter,New Character
ConnectingToServer,Connecting to server...
ErrorLoadingCharacterData,Error loading character data
ErrorDisconnectedFromServer,Disconnected from server. Retrying...
ErrorDuplicatedLogin,Disconnected for duplicated login
ErrorUnableToConnect,Unable to connect to server. Retrying...
ErrorRateLimited,Connection rejected: Too many connections from your address
ValidatingNamePassword,Validating name and password...
Error,Error:
InvalidNamePassword,Invalid name or password
Cheats,Select Cheats
PasswordReset,Reset Password
ThankYou,Thank you
CreditTypeDevelopers,Developers
CreditTypeTranslators,Translators
CreditTypeSupport,Support
CreditTypePatrons,Sponsors
CreditTypeFans,And a huge thanks to the fans!
