Tag,Content
AcceptToHelp,好吧，我会帮你的。|你丢在哪了？
Annoyed,我受够了！（她抓住你的胳膊扭到身后，|塞进了一个单手套里）
ReadyForOrgasm,（她颤抖着，大声呻吟着。|就快要到高潮了。）
ReleaseFromHole,（你把她从洞里拽了出来，她恶狠狠地看了你一眼）到我办公室来！
VibratingEggInHole,（你把一个跳蛋塞进她的下体。）|你在干什么？赶紧住手！
SleepingPillInHole,（你把安眠药塞进她的后庭。）|喂！你在做什么！别塞奇怪的东西进来！
ChastityBeltInHole,（你把腰带系在她的腰和胯部）你刚才做了什么？（她拼命挣扎。）
DizzySleep,（Yuki突然感到头晕。|她大声打着哈欠，拼命试图保持清醒。）
RefuseHelp,不，我不会帮你的。到别处去吧，小姐。
ItemWakeUp,（你正想整点活，但她醒了。）|这里发生了什么？我睡着了吗？
GrabForPleasure,（你一进去，Yuki就抓住你的头发把你拉向身前，|自己坐在了桌子上）我的小母狗来了~
GrabForPleasureEgg,（你一进去，Yuki就抓住你的头发把你拉向身前，|自己坐在了桌子上）这是给我塞跳蛋的谢礼！
ForceEat,在你做完之前，你哪儿也不能去。（她脱掉内衣，把你拉向身前。）
DeskOrgasm,（她颤抖着，把你的头用力往下按。|在你的服务中达到了逾越的巅峰。）
StopPleasure,到此为止吧小母狗，你做的还不够好。
VibratingEggPleasure,（你把一个塞进了她的下体，但是她还在余韵中以至于没有注意到。）
SleepingPillPleasure,（你把安眠药塞进她的后庭，但是她还在余韵中以至于没有注意到。）
