Tag,Content
NoBondage,这听上去很刺激，但我们需要|Julia老师允许才可以做这些事。
Rope,（当你捆住她的身体和手臂时，她一边颤抖一边呻吟着）这真是太棒了。
BondageBeforeGag,(她笑着推开你的手.)|顺序错了~你需要先把我捆起来才行~.
BallGag,(她把嘴张得老大，所以你很|轻松地把口球塞了进去。)
TapeGag,(她高兴地闭上了嘴，所以你|很轻松地就把胶带贴了上去)
Crop,(你用鞭子抽了她几下，她|小声呻吟着，似乎很享受.)
VibratingEggWarning,(把跳蛋塞入Sarah体内后将不能再取出，点击以确定。)
VibratingEggInsert,(她看着跳蛋开心地点了点头，|你把它塞了进去，她的呻吟声立刻大了起来。.)
TightenGagged,(你在她呻吟的时候勒紧了绳结，她似乎更加享受这一切了)
Tighten,(你在她呻吟的时候勒紧了绳结)唔~~~放学后我们可以再碰面吗？
TightenFail,(你试图捆紧Sarah但是在|其他同学的笑声中失败了。)
PlayerRelease,是的小姐，像你这样的人是不能被捆起来的.|(她解开了你的束缚.)
PlayerGag,帮你？我觉得这样更好~.|(她摸出一卷胶带贴上了你的嘴.)
NoTimeToPaint,(已经没有足够的时间去完成一幅画了.)
,
,
NoBondage,这听上去很刺激，但我们需要|Julia老师允许才可以做这些事。
Rope,（当你捆住她的身体和手臂时，她一边颤抖一边呻吟着）这真是太棒了。
BondageBeforeGag,(她笑着推开你的手.)|顺序错了~你需要先把我捆起来才行~.
BallGag,(她把嘴张得老大，所以你很|轻松地把口球塞了进去。)
TapeGag,(她高兴地闭上了嘴，所以你|很轻松地就把胶带贴了上去)
Crop,(你用鞭子抽了她几下，她|小声呻吟着，似乎很享受.)
VibratingEggWarning,(把跳蛋塞入Sarah体内后将不能再取出，点击以确定。)
VibratingEggInsert,(她看着跳蛋开心地点了点头，|你把它塞了进去，她的呻吟声立刻大了起来。.)
TightenGagged,(你在她呻吟的时候勒紧了绳结，她似乎更加享受这一切了)
Tighten,(你在她呻吟的时候勒紧了绳结)唔~~~放学后我们可以再碰面吗？
TightenFail,(你试图捆紧Sarah但是在|其他同学的笑声中失败了。)
PlayerRelease,是的小姐，像你这样的人是不能被捆起来的.|(她解开了你的束缚.)
PlayerGag,帮你？我觉得这样更好~.|(她摸出一卷胶带贴上了你的嘴.)
NoTimeToPaint,(已经没有足够的时间去完成一幅画了.)
