Tag,Content
Chloe1,(Chloe hängt nun vollständig gefesselt über dem|Boden. Sie alle ignorieren deine klägliche Lage.)
Chloe2,(Sie haben Vibratoren an Chloe befestigt. Sie|schwingt herum und stöhnt glücklich in ihren Knebel.)
NatalieReturns,(Natalie kommt zurück und schaut auf dich herab.)
Remote1,(Natalie fängt zu zittern an.|Deine Fernbedienung steuert wohl ihren Vibrator.)
Remote2,(Natalie zittert stärker und|stöhnt leise durch den Knebel.)
Remote3,"(Natalie stöhnt lauter. Plötzlich wird dein Vibrator sehr|stark und du lässt erstaunt die Fernbedienung fallen.)"
Orgasm,"(Du erlangst einen wundervollen Orgasmus. Natalie hält|dich fest, als du in ihren Armen zusammenbrichst.)"
JennaReturns,"(Jenna kommt rüber und entfernt die Vibratoren.)|Die Zeit ist um, ihr zwei."
OutOfTime,"(Dir wird klar, dass deine nächste Stunde gleich anfängt.|Du befreist sie und sie macht sich zurecht.)"
SubbieMasturbate,"(Natalies Berührung gibt dir einen wundervollen|Orgasmus. Als er nachlässt, lässt sie dich frei.)"
NoMasturbate,"(Sie drückt deine Hand von sich weg.|Du sollst sie 'fest binden', nicht befummeln.)"
NatalieOrgasm1,"(Sie nähert sich einem zarten Orgasmus,|aber sie scheint ihn zu unterdrücken.)"
NatalieOrgasm2,"(Sie kann sich nicht länger beherrschen und|explodiert mit einem heftigen Orgasmus.)"
Cuffs,"(Dies ist ein Kinbaku-Club, Handschellen|wirken hier fehl am Platz.)"
KissGagged,(Du küsst ihren Knebel. Sie versucht den Kuss zu|erwidern und maunzt leise in den Knebel.)
KissTied,"(Ihr küsst euch leidenschaftlich und sie beißt|sanft deine Lippe, als du von ihr ablässt.)"
TickleTied,(Sie fuchtelt wild umher und lacht. Sie ist|sehr kitzlig und kann sich momentan nicht verteidigen.)
SubbieNoItem,"(Sie drückt deine Hand mit dem Gegenstand weg.)|Ich brauche nichts weiter, um dich für mich zu erobern."
TogetherNoItem,"(Jenna drückt deine Hand mit dem Gegenstand weg.)|Ich hab alles nötige, um euch beide näher zu bringen."
SecondRope,(Du beugst sie über einen Tisch und bindest|ihre Beine und ihren Körper daran fest.)
FirstRope,"(Du bindest ihre Arme an ihrem Körper fest.|Sie stöhnt leise und anerkennend.)"
Blindfold,"(Du legst ihr die Augenbinde um. Es scheint sie nervös|zu machen, ihre Fängerin nicht sehen zu können.)"
BallGag,"(Sie wehrt sich eine Weile aus Spaß, bevor sie|ihren Mund öffnet und den Ball annimmt.)"
ClothGag,"(Sie wehrt sich eine Weile aus Spaß, bevor sie|ihren Mund öffnet und die Stoffüllung annimmt.)"
TapeGag,"(Sie wehrt sich aus Spaß, bevor sie den Kopf stillhält|und den Mund zumacht, damit du ihn zukleben kannst.)"
Crop,(Du schlägst sie ein paar Mal mit der Gerte.|Sie quiekt vor Schmerz und unterwirft sich dir.)
VibratingEgg,"(Sie wehrt sich mit allen Mitteln, aber|du führst das Ei ein und sie erschaudert)"
Collar,"(Du brauchst mind. +20 Dominanz und eine|Zeremonie, um Natalie ein Halsband anzulegen.)"
LeaveBoundAndGagged,"(Willst du sie wirklich gefesselt und|geknebelt im Stich lassen? Wenn ja, klicke erneut.)"
